Eliane2,LuisEduardo,GuilhermePassos,lucasresckCansado,Valentim2,Arthur2,wd1,rafaelmesq,Cecilia2,Cecilia1,MaisOuMenos,Oda,Victor,Medusa,leondiniz,AraraClayton,LeonardoPinheiro,AntonioPulcherio,FlavioCoelho,GuilhermePassos2,Pedro01,LeoRodrigues,Gabrielp,Cascalho,Valentim,JoaoHonesto,MediaAna,Adriano1,Otto2,Arthur,Pedro02,lucasresckRacional,Otto,GuilhermePassos3,MaxRep,Fernanda,Adriano2,popst,Vitoria,AleaJactaEst,FlavioCCoelho,CorreVento,Souza,KatnissEverdin,Daniel,jefferson2,Gabriel,jefferson,Eliane,Luciene,lucasresckIndeciso,GuilhermeBarros,Adriano3,Vivis3
1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5094339622641509,0.5094339622641509,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6226415094339622,0.0,1.0,0.5094339622641509,0.0,0.0,0.6037735849056604,1.0,0.0,0.0,0.660377358490566,1.0,1.0,0.0,0.5471698113207547,1.0,1.0,1.0,1.0,0.660377358490566,1.0,0.5660377358490566,0.660377358490566,1.0,0.5094339622641509,1.0,1.0,0.5094339622641509,1.0,0.0,0.0,0.0,1.0,0.37735849056603776,0.0,0.660377358490566,1.0
1.0,0.9905660377358491,1.0,0.0,0.2169811320754717,0.7075471698113207,1.0,0.0,0.5283018867924528,0.25471698113207547,0.1320754716981132,[0.79245283],0.0,0.5,0.5,0.27358490566037735,1.0,0.6792452830188679,0.0,1.0,0.5471698113207547,0.5,0.1320754716981132,0.660377358490566,1.0,0.32075471698113206,0.330188679245283,0.330188679245283,1.0,0.6320754716981132,0.1320754716981132,0.5566037735849056,1.0,1.0,0.7169811320754716,0.6226415094339622,0.330188679245283,0.9811320754716981,0.5566037735849056,0.7547169811320755,1.0,0.4528301886792453,1.0,1.0,0.49056603773584906,0.7735849056603774,0.1320754716981132,0.2169811320754717,0.05660377358490566,0.7830188679245284,0.3490566037735849,0.02830188679245283,0.4528301886792453,0.5
0.9182389937106918,0.9559748427672956,1.0,0.0,0.3270440251572327,0.5723270440251572,1.0,0.0,0.5220125786163522,0.20125786163522014,0.25157232704402516,[0.75471698],0.0,0.4968553459119497,0.3333333333333333,0.37735849056603776,0.779874213836478,0.6666666666666666,0.0,1.0,0.5220125786163522,0.6666666666666666,0.27672955974842767,0.6540880503144654,1.0,0.41509433962264153,0.42138364779874216,0.389937106918239,1.0,0.5660377358490566,0.18238993710691823,0.5534591194968553,1.0,0.7547169811320755,0.5534591194968553,0.4716981132075472,0.44025157232704404,0.9685534591194969,0.5660377358490566,0.7484276729559748,1.0,0.4716981132075472,1.0,1.0,0.39622641509433965,0.6729559748427673,0.27672955974842767,0.3270440251572327,0.10062893081761007,0.7672955974842768,0.4591194968553459,0.1509433962264151,0.4528301886792453,0.4528301886792453
0.8962264150943396,0.9339622641509434,0.8160377358490566,0.0,0.38207547169811323,0.5330188679245284,1.0,0.0,0.5188679245283019,0.16981132075471697,0.33490566037735847,[0.69811321],0.0,0.4858490566037736,0.3915094339622642,0.42924528301886794,0.6556603773584906,0.6792452830188679,0.0,0.8584905660377359,0.47641509433962265,0.75,0.37264150943396224,0.6650943396226415,1.0,0.4528301886792453,0.44339622641509435,0.4481132075471698,1.0,0.5283018867924528,0.3018867924528302,0.5518867924528302,1.0,0.6367924528301887,0.45754716981132076,0.41037735849056606,0.330188679245283,0.9575471698113207,0.5566037735849056,0.75,1.0,0.4716981132075472,1.0,1.0,0.37264150943396224,0.6226415094339622,0.37264150943396224,0.38207547169811323,0.1179245283018868,0.7688679245283019,0.4481132075471698,0.21226415094339623,0.4528301886792453,0.45754716981132076
0.8905660377358491,0.9245283018867925,0.6943396226415094,0.0,0.4188679245283019,0.5018867924528302,1.0,0.0,0.5207547169811321,0.15471698113207547,0.39622641509433965,[0.66792453],0.0,0.47547169811320755,0.4528301886792453,0.4528301886792453,0.569811320754717,0.6792452830188679,0.0,0.7622641509433963,0.47924528301886793,0.8,0.4377358490566038,0.6641509433962264,1.0,0.4716981132075472,0.45660377358490567,0.4867924528301887,1.0,0.5094339622641509,0.37358490566037733,0.5509433962264151,1.0,0.5660377358490566,0.39245283018867927,0.37735849056603776,0.43018867924528303,0.9471698113207547,0.539622641509434,0.7584905660377359,1.0,0.4716981132075472,1.0,1.0,0.3622641509433962,0.5811320754716981,0.4377358490566038,0.4188679245283019,0.12830188679245283,0.769811320754717,0.4641509433962264,0.21509433962264152,0.44528301886792454,0.4830188679245283
0.8867924528301887,0.9213836477987422,0.610062893081761,0.0,0.44654088050314467,0.48742138364779874,1.0,0.0,0.5188679245283019,0.14465408805031446,0.44339622641509435,[0.66981132],0.0,0.46540880503144655,0.4937106918238994,0.4811320754716981,0.5062893081761006,0.6761006289308176,0.0,0.6886792452830188,0.4811320754716981,0.8333333333333334,0.4811320754716981,0.660377358490566,1.0,0.4937106918238994,0.4779874213836478,0.4528301886792453,1.0,0.49056603773584906,0.39308176100628933,0.550314465408805,1.0,0.5220125786163522,0.3490566037735849,0.3522012578616352,0.3584905660377358,0.9433962264150944,0.5534591194968553,0.7610062893081762,1.0,0.48742138364779874,1.0,0.9559748427672956,0.3584905660377358,0.550314465408805,0.4811320754716981,0.44654088050314467,0.1289308176100629,0.7735849056603774,0.4779874213836478,0.25471698113207547,0.44025157232704404,0.5031446540880503
0.8840970350404312,0.9137466307277629,0.5471698113207547,0.0,0.46900269541778977,0.46900269541778977,1.0,0.0,0.5175202156334232,0.14016172506738545,0.4743935309973046,[0.64690027],0.0,0.4555256064690027,0.522911051212938,0.5040431266846361,0.4636118598382749,0.6657681940700808,0.0,0.6361185983827493,0.49056603773584906,0.8571428571428571,0.5094339622641509,0.6630727762803235,1.0,0.49865229110512127,0.48517520215633425,0.431266846361186,1.0,0.4743935309973046,0.4339622641509434,0.5498652291105122,1.0,0.49056603773584906,0.31536388140161725,0.33423180592991913,0.30727762803234504,0.9299191374663073,0.5417789757412399,0.77088948787062,1.0,0.49056603773584906,1.0,0.921832884097035,0.3477088948787062,0.5256064690026954,0.5094339622641509,0.46900269541778977,0.1293800539083558,0.7762803234501348,0.48247978436657685,0.2776280323450135,0.4339622641509434,0.5202156334231806
0.8844339622641509,0.9033018867924528,0.49528301886792453,0.0,0.49056603773584906,0.4669811320754717,1.0,0.0,0.5165094339622641,0.13443396226415094,0.49764150943396224,[0.63679245],0.0,0.44339622641509435,0.5448113207547169,0.5235849056603774,0.43160377358490565,0.6674528301886793,0.0,0.6084905660377359,0.49292452830188677,0.875,0.5306603773584906,0.6580188679245284,1.0,0.49764150943396224,0.49528301886792453,0.46226415094339623,1.0,0.4716981132075472,0.44339622641509435,0.5518867924528302,1.0,0.4669811320754717,0.29009433962264153,0.32547169811320753,0.35141509433962265,0.9292452830188679,0.5377358490566038,0.7665094339622641,1.0,0.4882075471698113,1.0,0.8938679245283019,0.3419811320754717,0.5047169811320755,0.5306603773584906,0.49056603773584906,0.12735849056603774,0.7783018867924528,0.4834905660377358,0.2783018867924528,0.4221698113207547,0.5330188679245284
0.8846960167714885,0.8972746331236897,0.4570230607966457,0.0,0.5073375262054507,0.4570230607966457,1.0,0.0,0.5178197064989518,0.129979035639413,0.5136268343815513,[0.62054507],0.0,0.4339622641509434,0.5618448637316562,0.5345911949685535,0.40670859538784065,0.6750524109014675,0.0,0.5828092243186582,0.48218029350104824,0.8888888888888888,0.5471698113207547,0.6519916142557652,1.0,0.5010482180293501,0.48427672955974843,0.4444444444444444,1.0,0.4591194968553459,0.4129979035639413,0.5513626834381551,1.0,0.45073375262054505,0.27044025157232704,0.3165618448637317,0.31236897274633124,0.9224318658280922,0.5324947589098532,0.7714884696016772,1.0,0.48218029350104824,1.0,0.8721174004192872,0.3333333333333333,0.48846960167714887,0.5471698113207547,0.5073375262054507,0.12578616352201258,0.779874213836478,0.5010482180293501,0.2830188679245283,0.41509433962264153,0.5408805031446541
0.8849056603773585,0.8905660377358491,0.4320754716981132,0.0,0.5150943396226415,0.4509433962264151,1.0,0.0,0.5169811320754717,0.12830188679245283,0.5264150943396226,[0.61509434],0.0,0.4320754716981132,0.5773584905660377,0.5415094339622641,0.3867924528301887,0.6679245283018868,0.0,0.560377358490566,0.5018867924528302,0.9,0.560377358490566,0.660377358490566,1.0,0.5150943396226415,0.47547169811320755,0.4679245283018868,1.0,0.4528301886792453,0.39811320754716983,0.5509433962264151,1.0,0.4377358490566038,0.25471698113207547,0.3169811320754717,0.3452830188679245,0.9264150943396227,0.5339622641509434,0.779245283018868,1.0,0.4830188679245283,1.0,0.8547169811320755,0.3283018867924528,0.4811320754716981,0.560377358490566,0.5150943396226415,0.12264150943396226,0.7811320754716982,0.5056603773584906,0.2811320754716981,0.41320754716981134,0.5471698113207547
